time,CHAIR,YOGIS,CT2CW,CRW2L,CRW2R,FF2MN,MNTRL,MNTRR,DOWND
16.68,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.69,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.7,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.71,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.72,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.73,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.74,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.75,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.76,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.77,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.78,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.79,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.8,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.81,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.82,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.83,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.84,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.85,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.86,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.87,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.88,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.89,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.9,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.91,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.92,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.93,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.94,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.95,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.96,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.97,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.98,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
16.99,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.01,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.02,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.03,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.04,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.05,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.06,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.07,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.08,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.09,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.1,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.11,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.12,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.13,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.14,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.15,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.16,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.17,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.18,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.19,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.2,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.21,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.22,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.23,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.24,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.25,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.26,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.27,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.28,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.29,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.3,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.31,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.32,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.33,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.34,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.35,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.36,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.37,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.38,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.39,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.4,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.41,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.42,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.43,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.44,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.45,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.46,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.47,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.48,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.49,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.5,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.51,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.52,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.53,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.54,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.55,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.56,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.57,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.58,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.59,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.6,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.61,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.62,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.63,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.64,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.65,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.66,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.67,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.68,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.69,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.7,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.71,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.72,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.73,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.74,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.75,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.76,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.77,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.78,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.79,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.8,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.81,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.82,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.83,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.84,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.85,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.86,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.87,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.88,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.89,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.9,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.91,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.92,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.93,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.94,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.95,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.96,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.97,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.98,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
17.99,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
18,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
18.01,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
18.02,Chair,Yogi Squat,Cat to Cow,Left Cresent Lounge to Left Warrior II,Right Cresent Lounge to Right Warrior II,Forward Fold to Mountain,Mountain to Tree Left,Mountain to Tree Right,Downward Dog
